6.544648999999999606e-02,-7.686637600000000292e-01
-1.529015470000000043e+00,-4.295307899999999957e-01
1.709933710000000051e+00,6.988525300000000273e-01
1.167791449999999953e+00,1.012626379999999937e+00
-1.801100879999999904e+00,-3.186129600000000006e-01
-1.635678879999999946e+00,-2.859534999999999855e-02
1.219903750000000064e+00,7.464346299999999879e-01
-2.617515499999999995e-01,-6.249293900000000290e-01
-1.619258040000000065e+00,-4.798394899999999796e-01
-1.843295820000000029e+00,-1.669443100000000124e-01
1.359996020000000083e+00,9.499582699999999935e-01
4.229185599999999989e-01,-7.349533999999999789e-01
-1.685761389999999915e+00,1.068672799999999951e-01
9.062999499999999653e-01,1.091051620000000000e+00
-1.564783220000000030e+00,-8.467539400000000382e-01
-2.578489999999999949e-02,-1.186725390000000102e+00
8.302732400000000235e-01,1.145046119999999945e+00
1.224504320000000090e+00,1.350667590000000029e+00
-1.539459599999999928e-01,-7.170430100000000362e-01
8.635880900000000304e-01,1.068246129999999905e+00
-1.433863660000000095e+00,-2.381296999999999997e-01
3.844768999999999964e-02,-7.463502199999999531e-01
-1.585679220000000056e+00,8.499354000000000631e-02
6.359888000000000208e-01,-5.847769800000000018e-01
2.441724200000000011e-01,-5.317246500000000209e-01
-2.196803590000000028e+00,4.947367699999999924e-01
1.032350300000000054e+00,-5.568800000000000416e-01
-2.885806699999999836e-01,-3.997252800000000161e-01
2.059700799999999998e-01,-8.017153599999999880e-01
-1.210730800000000107e+00,-3.492410899999999763e-01
1.334236839999999980e+00,7.721489000000000269e-01
1.194801519999999950e+00,1.047885560000000105e+00
9.917477000000000098e-01,8.920200799999999930e-01
-1.835621900000000029e+00,-4.839732000000000062e-02
8.415720999999999619e-02,-7.156432600000000033e-01
-1.489701750000000047e+00,-1.929960400000000076e-01
3.878241800000000183e-01,-8.206011899999999804e-01
-1.448044000000000067e-02,-9.779841000000000228e-01
-2.052134099999999961e+00,-2.129125000000000115e-02
1.033119400000000049e-01,-8.216278099999999585e-01
-4.418931500000000123e-01,-6.571097399999999977e-01
1.103909260000000003e+00,1.024811820000000040e+00
-1.592277589999999909e+00,-1.737403799999999998e-01
-1.473441519999999949e+00,-2.202853000000000103e-02
-1.355147040000000080e+00,2.297106700000000057e-01
4.123369999999999813e-02,-1.237766219999999917e+00
4.761517000000000110e-01,-1.136721239999999966e+00
1.043356759999999994e+00,8.234590499999999702e-01
-7.961882000000000681e-02,-8.567739399999999561e-01
8.706505900000000020e-01,1.080528410000000106e+00
1.402673129999999935e+00,1.075251189999999912e+00
8.011115699999999951e-01,1.283428250000000048e+00
-1.652751600000000043e-01,-1.235838039999999971e+00
-3.377922099999999817e-01,-5.919432300000000424e-01
8.061074900000000376e-01,-7.375215899999999491e-01
-1.435900320000000008e+00,-5.638444599999999918e-01
5.486889499999999531e-01,-9.514382900000000198e-01
4.680313099999999782e-01,-7.497390699999999519e-01
-1.513712900000000028e+00,-8.391432300000000177e-01
9.138435999999999781e-01,1.511265319999999912e+00
-1.972339030000000104e+00,-4.115537499999999960e-01
5.213406000000000429e-01,-8.865489399999999520e-01
6.275949400000000455e-01,-1.185904770000000052e+00
9.416301400000000044e-01,1.353993350000000095e+00
5.699476799999999566e-01,1.070366060000000008e+00
-1.876633819999999897e+00,1.474577300000000091e-01
9.061218599999999457e-01,9.108401099999999806e-01
-1.374814540000000029e+00,2.842839500000000075e-01
-1.805640289999999926e+00,-9.671057400000000470e-01
3.430775699999999984e-01,-7.999927500000000302e-01
7.038056599999999996e-01,1.000258040000000070e+00
-1.684898620000000014e+00,-3.056459499999999996e-01
1.314732210000000068e+00,9.861497799999999758e-01
2.615121599999999935e-01,-2.606925099999999884e-01
9.193120999999999654e-01,8.237148499999999984e-01
-1.217959290000000028e+00,-2.021967400000000137e-01
-1.772272300000000134e-01,-1.026652450000000050e+00
6.482486200000000531e-01,-6.682288100000000064e-01
4.120678600000000080e-01,-2.878378400000000115e-01
1.015682020000000074e+00,1.134816669999999972e+00
6.790025400000000433e-01,-9.148950200000000033e-01
-1.051827470000000098e+00,-1.062375999999999945e-02
6.130659899999999496e-01,1.782103839999999995e+00
-1.502197479999999974e+00,-5.230892200000000214e-01
